City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
609,Itoman,JP,79.57,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
612,Palu,ID,77.4,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
614,El Dorado,US,75.78,scattered clouds,38.7666,-120.5177,South Fork Group Campground
615,Cedar City,US,76.39,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
616,Ormara,PK,80.76,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
618,Kununurra,AU,73.38,clear sky,-15.7667,128.7333,Hotel Kununurra
619,Marilia,BR,85.8,broken clouds,-22.2139,-49.9458,Hotel Tenda
620,Ukiah,US,79.56,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
621,Eureka,US,72.75,scattered clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
622,Meadow Lake,US,87.6,light rain,34.8014,-106.5436,TumbleWeed RV Park
624,Sola,VU,83.07,broken clouds,-13.8833,167.55,Leumerus Bungalows
626,Yambio,SS,68.58,broken clouds,4.5721,28.3955,Naivasha Hotel
628,Pandan,PH,81.48,overcast clouds,14.0453,124.1694,Bonifacio Lodge
629,Sao Gabriel Da Cachoeira,BR,78.55,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
631,Marsh Harbour,BS,83.46,broken clouds,26.5412,-77.0636,Abaco Beach Resort
632,Luanda,AO,71.6,few clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
635,Begun,IN,73.47,broken clouds,24.9833,75.0,Fort Begu (1430 AD)
636,Tazmalt,DZ,72.95,few clouds,36.3868,4.3989,Hôtel Numédia
638,Kavaratti,IN,81.45,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
639,Carmen,MX,89.64,scattered clouds,18.6333,-91.8333,Hotel Lossandes
640,Maneadero,MX,77.18,clear sky,31.7167,-116.5667,Casa De Thompson
642,Mananjary,MG,66.6,overcast clouds,-21.2167,48.3333,Vahiny Lodge
644,Lanquin,GT,89.33,broken clouds,15.5667,-89.9667,Yaxlik River Lodge
645,Uige,AO,71.1,scattered clouds,-7.6087,15.0613,Hotel Catraio
646,Virginia Beach,US,80.02,scattered clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
649,Les Abymes,GP,76.59,scattered clouds,16.271,-61.5045,Établissement Bristol
655,Qeshm,IR,87.67,broken clouds,26.9581,56.2719,Qeshm Kavan Hotel
656,Pringsewu,ID,73.71,overcast clouds,-5.3582,104.9744,Urban Style by Front One
659,Fuling,CN,67.14,clear sky,29.7022,107.3919,Yingbin Hostel
660,Boyolangu,ID,74.25,scattered clouds,-8.1181,111.8935,Yos ega cv
664,Mogadishu,SO,77.18,clear sky,2.0371,45.3438,Hotel Juba
665,Padang,ID,75.25,overcast clouds,-0.9492,100.3543,Mercure Padang
666,San Pedro,PH,78.03,moderate rain,14.35,121.0167,Villa Veronica Resort Private Pool
668,Montegranaro,IT,67.33,clear sky,43.2355,13.631,Hotel Horizon
669,Maningrida,AU,73.81,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
670,Lonar,IN,73.24,overcast clouds,19.9833,76.5333,Hotel Jai Bhawani
672,Rathdrum,US,66.79,overcast clouds,47.8137,-116.892,Grizzly Lodge Rathdrum
673,Ballina,AU,66.16,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
674,Santa Cruz,BO,89.06,scattered clouds,-17.8,-63.1667,Aviador Hotel Boutique
675,Pacific Grove,US,82.58,clear sky,36.6177,-121.9166,Lovers Point Inn
677,Bemidji,US,82.69,clear sky,47.4736,-94.8803,Hampton Inn & Suites Bemidji
679,Darnah,LY,78.89,clear sky,32.767,22.6367,فندق الفردوس
682,Athmallik,IN,76.44,overcast clouds,20.7219,84.5348,"Mishra resident and Advocate chamber,Bangalasahi,Athamallik,Angul"
685,Pundaguitan,PH,80.38,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
686,Timizart,DZ,69.08,clear sky,36.8,4.2667,yefssah restaurant
688,Sabang,ID,78.01,light rain,5.8933,95.3214,Hotel Citra
690,Zhongxing,CN,65.17,moderate rain,33.7039,118.6792,New Century Grand Hotel Siyang
691,Puerto Baquerizo Moreno,EC,72.59,broken clouds,-0.9,-89.6,Hotel los Algarrobos
694,Catio,GW,77.95,light rain,11.2833,-15.25,Pausada Morabedja
695,Mae Sai,TH,74.52,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
696,Palmerston,AU,78.93,clear sky,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
697,Sambava,MG,70.77,light rain,-14.2667,50.1667,Melrose
